pgmid,courseId,branchId,outcome
314,1002,42,"Collaborative and Multidisciplinary work: Possess knowledge and understanding of group dynamics, recognise opportunities and contribute positively to collaborative-multidisciplinary scientific research, demonstrate a capacity for self-management and teamwork, decision-making based on open-mindedness, objectivity and rational analysis in order to achieve common goals and further the learning of themselves as well as others."
315,1002,42,"Project Management and Finance: Demonstrate knowledge and understanding of engineering and management principles and apply the same to oneâ€™s own work, as a member and leader in a team, manage projects efficiently in respective disciplines and multidisciplinary environments after consideration of economical and financial factors."
316,1002,42,"Communication: Communicate with the engineering community, and with society at large, regarding complex engineering activities confidently and effectively, such as, being able to comprehend and write effective reports and design documentation by adhering to appropriate standards, make effective presentations, and give and receive clear instructions."
317,1002,42,"Life-long Learning: Recognise the need for, and have the preparation and ability to engage in life-long learning independently, with a high level of enthusiasm and commitment to improve knowledge and competence continuously."
318,1002,42,"Ethical Practices and Social Responsibility: Acquire professional and intellectual integrity, professional code of conduct, ethics of research and scholarship, consideration of the impact of research outcomes on professional practices and an understanding of responsibility to contribute to the community for sustainable development of society."
319,1002,42,"Independent and Reflective Learning: Observe and examine critically the outcomes of oneâ€™s actions and make corrective measures subsequently, and learn from mistakes without depending on external feedback."
320,1001,37,"Apply the knowledge of mathematics, physics, chemistry and basic engineering to solve -
Electrical Engineering problems."
321,1001,37,"Identify, formulate and analyze complex Electrical Engineering problems and derive
meaningful conclusions using principles of mathematics, science and engineering."
322,1001,37,"Design efficient processes and develop high quality products giving due consideration to
safety, environmental issues and economic aspects."
323,1001,37,"Conduct investigation of complex Electrical Engineering problems using research based
methods, analyze and interpret data to draw valid conclusions."
324,1001,37,"Acquire skills to select and use modern engineering tools and software for modeling,
simulation and solution of complex Electrical Engineering problems."
325,1001,37,"Apply contextual knowledge to assess societal, health, safety, legal and cultural issues in
professional practice to become a responsible engineer."
326,1001,37,"Understand the societal and environmental impacts of applying Electrical Engineering to
solve real life problems and practice sustainable development."
327,1001,37,Work with full commitment to professional and ethical responsibilities as an engineer.
328,1001,37,"Work individually, in a team or as a leader in any demanding or challenging
environment."
329,1001,37,"Communicate effectively with engineering community or the society at large through
appropriate reports, designs, presentations and instructions."
330,1001,37,"Engage in life-long learning in the broadest context of developments in technology for
continuous professional development."
331,1001,37,"Understand engineering and management principles and apply these to manage
multidisciplinary projects and finance as an individual or as a member or leader of a
team."
332,1002,44,Graduates will acquire exhaustive knowledge of power systems and power electronics.
333,1002,44,"Graduates will be in a position to critically analyse complex engineering problems and provide feasible solutions against cultural, societal and environmental issues."
334,1002,44,"When confronted with unorthodox engineering problems, graduates will use literature survey
and thus extract information to apply relevant research methodology in tandem with topical
engineering tools to simulate and obtain workable solutions."
335,1002,44,Graduates will have an understanding of group dynamics in recognising opportunities and contribute positively to collaborative multidisciplinary scientific research for achieving common goals and learning.
336,1002,44,"Apply engineering and management principles as a team member and manage projects efficiently in multidisciplinary environments as a project leader, considering social, economical and fiscal factors, in active communication with the engineering community."
337,1002,44,Graduates will exhibit the ability to engage in life-long learning with a high level of enthusiasm and commitment to imbibe knowledge and improve their competence.
338,1002,48,Graduates will acquire in-depth competencies in Energy systems and associated electrical engineering functions.
339,1002,48,"Graduates will be in a position to critically analyse complex engineering problems and provide feasible solutions considering cultural, societal and environmental factors."
340,1002,48,"When confronted with unorthodox engineering problems, graduates will use literature survey and thus extract information to apply relevant research methodology in tandem with topical engineering tools to simulate and obtain workable solutions."
341,1002,48,Graduates will have the ability to identify energy usage patterns among various sectors and understand their economic dependencies on national growth indices. They will thus be in a better position to make effective green energy policy formulations which will have larger ramifications in the national context.
342,1002,48,"Apply engineering and management principles as a team member and manage projects efficiently in multidisciplinary environments as a project leader, considering social, economical and fiscal factors, in active communication with the engineering community."
343,1002,48,Graduates will exhibit the ability to engage in life-long learning with a high level of enthusiasm and commitment to imbibe knowledge and improve their competence.
344,1002,72,"Scholarship of Knowledge - Acquire in-depth knowledge of structural engineering, including wider and global perspective, with an ability to discriminate, evaluate, analyse and synthesise existing and new knowledge, and integration of the same for enhancement of knowledge.   "
345,1002,72,"Critical Thinking -Analyse complex engineering problems critically, apply independent judgement for synthesising information to make intellectual and/or creative advances for conducting research in a wider theoretical, practical and policy context. "
346,1002,72,"Problem Solving- Think laterally and originally, conceptualise and solve engineering problems, evaluate a wide range of potential solutions for those problems and arrive at feasible, optimal solutions after considering public health and safety, cultural, societal and environmental factors in the core areas of expertise. "
347,1002,46,"Scholarship of Knowledge- Acquire in-depth knowledge of structural engineering and construction management, including wider and global perspective, with an ability to discriminate, evaluate, analyse and synthesise existing and new knowledge, and integration of the same for enhancement of knowledge.   "
348,1002,46,"Critical Thinking -Analyse complex engineering problems critically, apply independent judgement for synthesising information to make intellectual and/or creative advances for conducting research in a wider theoretical, practical and policy context. "
349,1002,46,"Problem Solving- Think laterally and originally, conceptualise and solve engineering problems, evaluate a wide range of potential solutions for those problems and arrive at feasible, optimal solutions after considering public health and safety, cultural, societal and environmental factors in the core areas of expertise. "
350,1002,45,"Scholarship of knowledge - acquire in-depth knowledge of specific discipline or professional area, including wider and global perspective, with an ability to discriminate, evaluate, analyse and synthesise existing and new knowledge, and integration of the same for enhancement of knowledge. "
351,1002,45,"Critical Thinking - Analyse complex engineering problems critically, apply independent judgement for synthesising information to make intellectual and /or creative advances for conducting research in wider theoretical, practical and policy context."
352,1002,45,"Problem Solving - Think laterally and originally conceptualise and solve engineering problems, evaluate a wide range of potential solutions for those problems and arrive at feasible, optimal solutions after considering public health and safety, cultural, societal and environmental factors in the core areas of expertise."
353,1002,45,"Research Skill - Extract information pertinent to unfamiliar problems through literature survey and experiments, apply appropriate research methodologies, techniques and tools,design,conduct experiments, analyse and interpret data, demonstrate higher order skills and view things in a broader perspective, contribute individually/in a group(s) to the development of scientific/technological knowledge in one or more domains of engineering."
354,1002,45,"Usage of modern tools - Create, select,learn and apply appropriate techniques,resources, and modern engineering and IT tool, including prediction and modelling, to complex engineering activity with an understanding of the limitation."
355,1002,45,"Collaborative and Multidisciplinary work - possess knowledge and understanding of group dynamics, recognise opportunities and contribute positively to collaborative-multi disciplinary scientific research,demonstrate a capacity for self management and teamwork,decision-making based on open-mindedness,objectivity and rational analysis in order to achieve common goals and further the learning of themselves as well as others"
356,1002,45,"Project management and finance - Demonstrate knowledge and understanding of engineering and management principles and apply the same to ones own work, as a member and leader in a team, manage project efficiently in respective disciplines and multidisciplinary environment after consideration of economical and financial factors"
357,1002,45,"Communication - Communicate with the engineering community, and with society at large, regarding complex engineering activities confidently and effectively, such as, being able to comprehend and write effective reports and design documentation by adhering to appropriate standards, making effective presentations, and give and receive clear instructions"
358,1002,45,"Life-Long Learning - Recognise the need for, and have the preparation and ability to engage in life-long learning independently, with a high level of enthusiasm and commitment to improve knowledge and competence continously"
359,1002,45,"Ethical practices and social responsibility - acquire professional and intellectual integrity, professional code of conduct,ethics of research and scholarship,consideration of the impact of research outcomes on professional practices and an understanding of responsibility to contribute to the community for sustainable development of society"
360,1002,45,"Independent and reflective learning - Observe and examine critically the outcomes of ones actions and make corrective measures subsequently, and learn from mistakes without depending on external feedback."
361,1002,75,Apply the knowledge of  nanoscience and nanotechnology to solve engineering problems.
362,1002,75,Identify and formulate complex synthesis routes for various nanomaterials.
363,1002,75,"Conduct investigations of nanomaterials using various advanced characterization techniques, analyze and interpret data to draw valid conclusions."
364,1002,75,"Possess skills in the design of experiments, modeling and simulation related to nanotechnology."
365,1002,75,"Carry out laboratory work and multidisciplinary tasks involving nanometrology, material science, nanochemistry and nanobiotechnology."
366,1002,75,"Process nanomaterials and develop nanofabrication techniques for NEMS, Nanosensors and related applications."
367,1002,75,"Propagate their knowledge and address problems of social relevance such as energy, environment and medicine through their specific electives ."
368,1002,75,"Analyze the impact of nanomaterials on society including environment, health and ecosystem."
369,1002,75,"Execute their own innovative ideas in the form of projects, product design and development."
370,1002,75,Develop confidence for self-education and ability for lifelong learning.
371,1002,75,Commit to professional and ethical responsibilities as an engineer.
372,1002,75,Make use of their expertise in nanoscience and technology principles to manage multidisciplinary projects as an individual or as a member or leader in a team.
373,1002,72,"Research Skill -Extract information pertinent to unfamiliar problems through literature survey and experiments, apply appropriate research methodologies, techniques and tools, design, conduct experiments, analyse and interpret data, demonstrate higher order skill and view things in a broader perspective, contribute individually/in group(s) to the development of scientific/technological knowledge in one or more domains of engineering."
374,1002,72,"Usage of modern tools- Create, select, learn and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modelling, to complex engineering activities with an understanding of the limitations."
375,1002,72,"Collaborative and Multidisciplinary work -Possess knowledge and understanding of group dynamics, recognise opportunities and contribute positively to collaborative-multidisciplinary scientific research, demonstrate a capacity for self-management and teamwork, decision-making based on open-mindedness, objectivity and rational analysis in order to achieve common goals and further the learning of themselves as well as others."
376,1002,72,"Project Management and Finance  - Demonstrate knowledge and understanding of engineering and management principles and apply the same to oneâ€™s own work, as a member and leader in a team, manage projects efficiently in respective disciplines and multidisciplinary environments after considerisation of economical and financial factors."
377,1002,72,"Communication -Communicate with the engineering community, and with society at large, regarding complex engineering activities confidently and effectively, such as, being able to comprehend and write effective reports and design documentation by adhering to appropriate standards, make effective presentations, and give and receive clear instructions."
378,1002,72,"Life-long Learning  -Recognise the need for, and have the preparation and ability to engage in life-long learning independently, with a high level of enthusiasm and commitment to improve knowledge and competence continuously."
379,1002,72,"Ethical Practices and Social Responsibility -Acquire professional and intellectual integrity, professional code of conduct, ethics of research and scholarship, consideration of the impact of research outcomes on professional practices and an understanding of responsibility to contribute to the community for sustainable development of society."
380,1002,72,"Independent and Reflective Learning-Observe and examine critically the outcomes of oneâ€™s actions and make corrective measures subsequently, and learn from mistakes without depending on external feedback."
381,1002,46,"Research Skill -Extract information pertinent to unfamiliar problems through literature survey and experiments, apply appropriate research methodologies, techniques and tools, design, conduct experiments, analyse and interpret data, demonstrate higher order skill and view things in a broader perspective, contribute individually/in group(s) to the development of scientific/technological knowledge in one or more domains of engineering."
382,1002,46,"Usage of modern tools- Create, select, learn and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modelling, to complex engineering activities with an understanding of the limitations."
383,1002,46,"Collaborative and Multidisciplinary work -Possess knowledge and understanding of group dynamics, recognise opportunities and contribute positively to collaborative-multidisciplinary scientific research, demonstrate a capacity for self-management and teamwork, decision-making based on open-mindedness, objectivity and rational analysis in order to achieve common goals and further the learning of themselves as well as others."
384,1002,46,"Project Management and Finance  - Demonstrate knowledge and understanding of engineering and management principles and apply the same to oneâ€™s own work, as a member and leader in a team, manage projects efficiently in respective disciplines and multidisciplinary environments after considerisation of economical and financial factors."
385,1002,46,"Communication -Communicate with the engineering community, and with society at large, regarding complex engineering activities confidently and effectively, such as, being able to comprehend and write effective reports and design documentation by adhering to appropriate standards, make effective presentations, and give and receive clear instructions."
386,1002,46,"Life-long Learning  -Recognise the need for, and have the preparation and ability to engage in life-long learning independently, with a high level of enthusiasm and commitment to improve knowledge and competence continuously."
387,1002,46,"Ethical Practices and Social Responsibility -Acquire professional and intellectual integrity, professional code of conduct, ethics of research and scholarship, consideration of the impact of research outcomes on professional practices and an understanding of responsibility to contribute to the community for sustainable development of society."
388,1002,46,"Independent and Reflective Learning-Observe and examine critically the outcomes of oneâ€™s actions and make corrective measures subsequently, and learn from mistakes without depending on external feedback."
